geoid,state_fips,state,name_county,name.x,population,median_income,median_home_value,median_age,vacancy_rate,longitude,latitude,climate_val,climate_flag,growing_val,growing_flag,type,type_name,clean_name
1271000,12,FL,Hillsborough,"Tampa city, Florida",393389,71302,375300,35.6,0.09345704669181594,-82.4446860710675,27.99440864818533,0.4395268038570385,FALSE,19.538400691825547,TRUE,risk,City at Risk,Tampa
1271569,12,FL,Miami-Dade,"The Hammocks CDP, Florida",58548,83253,437700,41,0.028703152885187388,-80.44825088850371,25.66997384221609,0.43152817435786706,FALSE,10.38732196411018,TRUE,risk,City at Risk,The Hammocks
1271625,12,FL,Sumter,"The Villages CDP, Florida",82108,76523,375100,73.6,0.161870439737968,-81.98873807248185,28.903338742858317,0.2909505372589324,TRUE,51.96150860842644,TRUE,destination,Destination City,The Villages
1272145,12,FL,Hillsborough,"Town 'n' Country CDP, Florida",86544,68350,295800,39.3,0.07552810998099922,-82.576036900082,28.010880180538802,0.4395268038570385,FALSE,11.62777698174812,TRUE,risk,City at Risk,Town 'n' Country
1275812,12,FL,Palm Beach,"Wellington village, Florida",61497,110294,557100,42.2,0.11039736462837142,-80.26973684454201,26.64615516377648,0.366628710211794,FALSE,8.757404497921106,TRUE,risk,City at Risk,Wellington
1275875,12,FL,Pasco,"Wesley Chapel CDP, Florida",71965,107004,368600,36.7,0.0643432684033482,-82.3237980301603,28.210629981433,0.4517304284143818,FALSE,66.69566061258541,TRUE,risk,City at Risk,Wesley Chapel
1276075,12,FL,Miami-Dade,"Westchester CDP, Florida",53082,75905,473300,46.8,0.03856266432953549,-80.35231160197607,25.747139006983673,0.43152817435786706,FALSE,81.04041267178525,TRUE,risk,City at Risk,Westchester
1276582,12,FL,Broward,"Weston city, Florida",67952,140501,644100,42.1,0.07195803892669816,-80.40539953647342,26.100608941824568,0.4124975725603503,FALSE,5.159119402776306,TRUE,risk,City at Risk,Weston
1276600,12,FL,Palm Beach,"West Palm Beach city, Florida",119508,69261,369800,40.2,0.1689204751094002,-80.13204252971268,26.746832562409267,0.366628710211794,FALSE,22.09072473234165,TRUE,risk,City at Risk,West Palm Beach
1278275,12,FL,Polk,"Winter Haven city, Florida",52846,59604,248200,40.6,0.1417799860529986,-81.7011137797439,28.011722335681707,0.3446625772749472,TRUE,62.42148383111177,TRUE,destination,Destination City,Winter Haven
1301052,13,GA,Dougherty,"Albany city, Georgia",67939,45201,118700,35.1,0.16624845058499865,-84.17621858877146,31.577592325192654,0.35757741490510425,TRUE,-12.167246710716377,FALSE,opportunity,Opportunity City,Albany
1301696,13,GA,Fulton,"Alpharetta city, Georgia",66355,146581,605700,41.7,0.045548972839886126,-84.27381423299886,34.07039861529615,0.3484208159835601,TRUE,15.300316422036987,TRUE,destination,Destination City,Alpharetta
1303440,13,GA,Clarke,"Athens-Clarke County unified government (balance), Georgia",126987,51655,271800,29.2,0.04872443525974489,-83.36891599834755,33.95089089178301,0.3110003090939295,TRUE,13.779747041502041,TRUE,destination,Destination City,Athens-Clarke County unified government
1304000,13,GA,Fulton,"Atlanta city, Georgia",499287,81938,420600,34,0.10658299951374256,-84.42211761104736,33.76284575882236,0.3484208159835601,TRUE,22.080705411482896,TRUE,destination,Destination City,Atlanta
1304204,13,GA,Richmond,"Augusta-Richmond County consolidated government (balance), Georgia",201504,53134,162900,34.9,0.19150504394891146,-82.07082598647719,33.364475977671674,0.3993443974920386,FALSE,4.919981525126344,TRUE,risk,City at Risk,Augusta-Richmond County consolidated government
1319000,13,GA,Muscogee,"Columbus city, Georgia",204383,56622,182300,35.1,0.1170800105161686,-84.87704553192773,32.51001606500311,0.35870538334926405,TRUE,8.30088699377186,TRUE,destination,Destination City,Columbus
1324768,13,GA,DeKalb,"Dunwoody city, Georgia",51563,109116,579400,36.5,0.0902577581821265,-84.31219038486086,33.94185838120283,0.3283718044235774,TRUE,14.457393687203247,TRUE,destination,Destination City,Dunwoody
1342425,13,GA,Fulton,"Johns Creek city, Georgia",82115,160185,583700,43.1,0.035231352548401165,-84.20269870187072,34.03333319814195,0.3484208159835601,TRUE,6.554604969404934,TRUE,destination,Destination City,Johns Creek
1349756,13,GA,Cobb,"Marietta city, Georgia",61773,70086,401100,35.2,0.08538037814500521,-84.54222779331104,33.95324929351226,0.3347587943375265,TRUE,6.689801242747169,TRUE,destination,Destination City,Marietta
1367284,13,GA,Fulton,"Roswell city, Georgia",92577,124422,520500,40,0.05634853003834683,-84.35120450486983,34.0391520372052,0.3484208159835601,TRUE,4.576704499627512,TRUE,destination,Destination City,Roswell
1368516,13,GA,Fulton,"Sandy Springs city, Georgia",107198,101593,583900,37.1,0.0668878328700798,-84.3704006820211,33.936559076588935,0.3484208159835601,TRUE,16.15939468015705,TRUE,destination,Destination City,Sandy Springs
1369000,13,GA,Chatham,"Savannah city, Georgia",147546,56782,225200,33.7,0.13970038002729154,-81.18217913252762,32.028347081749146,0.45296042713776197,FALSE,11.67375061949123,TRUE,risk,City at Risk,Savannah
1371492,13,GA,Cobb,"Smyrna city, Georgia",56285,96780,409000,35.6,0.07183295345930446,-84.51679687054607,33.86294702800087,0.3347587943375265,TRUE,11.635128226790583,TRUE,destination,Destination City,Smyrna
1378800,13,GA,Lowndes,"Valdosta city, Georgia",55222,45849,165300,28.9,0.1222444089456869,-83.27887589788946,30.85018039235665,0.31078395660222635,TRUE,2.0434218281214105,TRUE,destination,Destination City,Valdosta
1380508,13,GA,Houston,"Warner Robins city, Georgia",81438,65715,171600,32.3,0.09936678032148076,-83.65254996290113,32.59545252016925,0.3181684214793261,TRUE,22.030253186160664,TRUE,destination,Destination City,Warner Robins
1506290,15,HI,Honolulu,"East Honolulu CDP, Hawaii",50961,158398,1172300,49.3,0.074876492383697,-157.72113504561105,21.29752252523559,0.10258906841250169,FALSE,0.7871178255616731,TRUE,risk,City at Risk,East Honolulu
1571550,15,HI,Honolulu,"Urban Honolulu CDP, Hawaii",346323,85428,834100,42.9,0.12814637986316887,-157.84597214014212,21.329363436832153,0.10258906841250169,FALSE,1.548517863450118,TRUE,risk,City at Risk,Urban Honolulu
1608830,16,ID,Ada,"Boise City city, Idaho",235701,81308,456000,38.2,0.049764864117215,-116.23100387332494,43.60021933109229,0.46210905496026095,FALSE,15.822272855425414,TRUE,risk,City at Risk,Boise City
1612250,16,ID,Canyon,"Caldwell city, Idaho",63465,66663,322100,30.8,0.03393548989403912,-116.65898907847112,43.6455753509785,0.4441130683714485,FALSE,41.79546845051412,TRUE,risk,City at Risk,Caldwell
1616750,16,ID,Kootenai,"Coeur d'Alene city, Idaho",55558,70845,451600,40.1,0.08174280350438047,-116.7936278937663,47.70407969535887,0.37239608342789465,TRUE,27.21348480553661,TRUE,destination,Destination City,Coeur d'Alene
1639700,16,ID,Bonneville,"Idaho Falls city, Idaho",66672,69630,298600,33.5,0.0646220402487543,-112.03613301366315,43.488832471745376,0.4277646704468321,FALSE,17.748812599527085,TRUE,risk,City at Risk,Idaho Falls
1652120,16,ID,Ada,"Meridian city, Idaho",124865,98686,485000,37.4,0.027287113468200674,-116.39846515865456,43.61117323892084,0.46210905496026095,FALSE,72.72328391189217,TRUE,risk,City at Risk,Meridian
1656260,16,ID,Canyon,"Nampa city, Idaho",106289,72122,332500,34.1,0.027502606882168927,-116.56406399443193,43.58499506163195,0.4441130683714485,FALSE,39.30484285273742,TRUE,risk,City at Risk,Nampa
1664090,16,ID,Bannock,"Pocatello city, Idaho",57152,57931,240600,32.9,0.0636352195981375,-112.46406713172229,42.872621250248855,0.5403972073774362,FALSE,4.342451665981077,TRUE,risk,City at Risk,Pocatello
1682810,16,ID,Twin Falls,"Twin Falls city, Idaho",53219,60760,279400,34.1,0.048382546548805715,-114.46086991875798,42.56443071060285,0.4730519269485517,FALSE,23.228770498113477,TRUE,risk,City at Risk,Twin Falls
1702154,17,IL,Cook,"Arlington Heights village, Illinois",76220,118532,403200,42.7,0.05406550826421263,-87.98255320390433,42.09552495415229,0.3700606346937365,TRUE,1.9458876205859763,TRUE,destination,Destination City,Arlington Heights
1703012,17,IL,Kane,"Aurora city, Illinois",179867,90109,260400,35.2,0.04876204876204876,-88.28997443292914,41.763683179444676,0.4370894398050422,FALSE,-6.019194454006044,FALSE,origin,Origin City,Aurora
1705573,17,IL,Cook,"Berwyn city, Illinois",55888,75235,286000,36.4,0.08027470778187111,-87.79092742988583,41.843333923013056,0.3700606346937365,TRUE,3.335194210160052,TRUE,destination,Destination City,Berwyn
1706613,17,IL,McLean,"Bloomington city, Illinois",78703,75449,198800,36,0.07554102612595574,-88.97023228133165,40.47565995824909,0.4204039910054493,FALSE,2.2052292185774354,TRUE,risk,City at Risk,Bloomington
1707133,17,IL,Will,"Bolingbrook village, Illinois",73813,107552,295500,37.4,0.020887405759485847,-88.10221870129408,41.69001553695955,0.43337630843693664,FALSE,2.8261862502520607,TRUE,risk,City at Risk,Bolingbrook
1712385,17,IL,Champaign,"Champaign city, Illinois",88822,57544,199700,27.1,0.12031144537653071,-88.27370896546242,40.11409285603252,0.39887941844654357,FALSE,8.746608595714747,TRUE,risk,City at Risk,Champaign
1714000,17,IL,Cook,"Chicago city, Illinois",2707648,75134,315200,35.7,0.09592500861457863,-87.68638396658015,41.83738592131162,0.3700606346937365,TRUE,3.5295465647579976,TRUE,destination,Destination City,Chicago
1714351,17,IL,Cook,"Cicero town, Illinois",83223,68548,236000,34.3,0.06384172338993194,-87.75928667909072,41.84453514707874,0.3700606346937365,TRUE,3.853039057683015,TRUE,destination,Destination City,Cicero
1718823,17,IL,Macon,"Decatur city, Illinois",70368,50809,97300,39.9,0.144431217297417,-88.93460011124397,39.85595586446993,0.3801839448273028,TRUE,-8.140348374017174,FALSE,opportunity,Opportunity City,Decatur
1719642,17,IL,Cook,"Des Plaines city, Illinois",59408,94303,318200,42.8,0.05806532348892504,-87.90083600984016,42.03448985426296,0.3700606346937365,TRUE,1.7853907029692504,TRUE,destination,Destination City,Des Plaines
1723074,17,IL,Kane,"Elgin city, Illinois",114106,88316,252400,36.3,0.031537483483333746,-88.32402135776907,42.03850959448262,0.4370894398050422,FALSE,5.857912400441682,TRUE,risk,City at Risk,Elgin
1724582,17,IL,Cook,"Evanston city, Illinois",76552,95766,472300,38,0.07451200094356313,-87.6942434495137,42.04630306065144,0.3700606346937365,TRUE,2.9973179767597116,TRUE,destination,Destination City,Evanston
1735411,17,IL,Cook,"Hoffman Estates village, Illinois",51186,109683,340400,38.9,0.047014237427020385,-88.14493142811585,42.06365845294868,0.3700606346937365,TRUE,-1.4063796362065133,FALSE,opportunity,Opportunity City,Hoffman Estates
1738570,17,IL,Will,"Joliet city, Illinois",149785,88026,248600,35.3,0.055708852263405176,-88.14779268755362,41.51719939601492,0.43337630843693664,FALSE,4.879243377858369,TRUE,risk,City at Risk,Joliet
1751089,17,IL,Cook,"Mount Prospect village, Illinois",55648,103911,377000,41.7,0.04616785156927345,-87.93752848137358,42.06409354645477,0.3700606346937365,TRUE,3.8786853897308555,TRUE,destination,Destination City,Mount Prospect
1751622,17,IL,DuPage,"Naperville city, Illinois",149424,150937,509900,40.1,0.040459566946531154,-88.16585222932018,41.74803166449427,0.42470749767405697,FALSE,6.13322171829781,TRUE,risk,City at Risk,Naperville
1753234,17,IL,McLean,"Normal town, Illinois",52908,66350,199900,25.2,0.09616527263586087,-88.99159485112627,40.52053005308814,0.4204039910054493,FALSE,-1.116420758686566,FALSE,origin,Origin City,Normal
1754820,17,IL,Cook,"Oak Lawn village, Illinois",57098,82493,267900,40.3,0.05926887302617348,-87.75277041835584,41.71387963196421,0.3700606346937365,TRUE,1.627315178658555,TRUE,destination,Destination City,Oak Lawn
1754885,17,IL,Cook,"Oak Park village, Illinois",53315,108026,456300,40.6,0.05698536862157014,-87.78993969841783,41.88716436523871,0.3700606346937365,TRUE,2.812795709075629,TRUE,destination,Destination City,Oak Park
1756640,17,IL,Cook,"Orland Park village, Illinois",57961,98979,349400,46.8,0.05169333225046699,-87.86193227379344,41.60746762505163,0.3700606346937365,TRUE,3.321365873783697,TRUE,destination,Destination City,Orland Park
1757225,17,IL,Cook,"Palatine village, Illinois",66548,95950,347900,39.6,0.047958821441249556,-88.04395300732575,42.116378403161185,0.3700606346937365,TRUE,-1.470191564210498,FALSE,opportunity,Opportunity City,Palatine
1759000,17,IL,Peoria,"Peoria city, Illinois",112126,58716,149500,35.8,0.10226314052011884,-89.61522003068282,40.751978384424476,0.40287917398259,FALSE,-2.678364595135273,FALSE,origin,Origin City,Peoria
1765000,17,IL,Winnebago,"Rockford city, Illinois",147649,53328,120900,37.5,0.09622649830214473,-89.0644232495974,42.25934827392198,0.4835838500032778,FALSE,-1.7749961157824372,FALSE,origin,Origin City,Rockford
1768003,17,IL,Cook,"Schaumburg village, Illinois",76780,94690,312200,39.7,0.048108943862987634,-88.08391223011785,42.03061270257055,0.3700606346937365,TRUE,1.2311242138937173,TRUE,destination,Destination City,Schaumburg
1770122,17,IL,Cook,"Skokie village, Illinois",66427,93550,368600,42.6,0.0416966498760694,-87.74001112972317,42.03596004142672,0.3700606346937365,TRUE,2.663050548134457,TRUE,destination,Destination City,Skokie
1772000,17,IL,Sangamon,"Springfield city, Illinois",113714,65537,155200,40.7,0.11214610276127228,-89.65413871092066,39.770807810157514,0.3571567339474532,TRUE,-3.889693171812394,FALSE,opportunity,Opportunity City,Springfield
1775484,17,IL,Cook,"Tinley Park village, Illinois",55007,103819,289000,42.3,0.035968707661378434,-87.80462091438181,41.56659731679715,0.3700606346937365,TRUE,-2.6942675178659314,FALSE,opportunity,Opportunity City,Tinley Park
1779293,17,IL,Lake,"Waukegan city, Illinois",88919,70578,177600,34.6,0.04372449911698435,-87.87158791126575,42.369728842409295,0.43031839121919724,FALSE,3.4833810324153007,TRUE,risk,City at Risk,Waukegan
1781048,17,IL,DuPage,"Wheaton city, Illinois",53453,119566,447700,37.6,0.0428605943464605,-88.1084459570499,41.85608189879803,0.42470749767405697,FALSE,0.2500092604419031,TRUE,risk,City at Risk,Wheaton
1801468,18,IN,Madison,"Anderson city, Indiana",54930,47221,104300,38.2,0.1325687238303295,-85.68918756658967,40.08915672921539,0.45034437125755905,FALSE,0.42495157351524027,TRUE,risk,City at Risk,Anderson
1805860,18,IN,Monroe,"Bloomington city, Indiana",78791,48918,289700,24.9,0.11095718890694514,-86.52571551578374,39.163678993389034,0.4048699409327324,FALSE,1.0758111605036462,TRUE,risk,City at Risk,Bloomington
1810342,18,IN,Hamilton,"Carmel city, Indiana",100501,134602,455500,40.5,0.05724238456407343,-86.14601698186853,39.96502136274862,0.4406343767328223,FALSE,28.02187403616545,TRUE,risk,City at Risk,Carmel
1814734,18,IN,Bartholomew,"Columbus city, Indiana",51104,76856,231000,36,0.06554430268753562,-85.91905370519456,39.20889741837053,0.442233544820234,FALSE,16.48433000433155,TRUE,risk,City at Risk,Columbus
1820728,18,IN,Elkhart,"Elkhart city, Indiana",53726,47885,126900,35.2,0.14131338320864506,-85.96272724781966,41.691859965812164,0.4990821368166113,FALSE,8.715116732854668,TRUE,risk,City at Risk,Elkhart
1822000,18,IN,Vanderburgh,"Evansville city, Indiana",116441,52251,129100,38.1,0.11058943608063282,-87.53407583162587,37.98810955011674,0.3626487780077652,TRUE,-1.4338812853444178,FALSE,opportunity,Opportunity City,Evansville
1823278,18,IN,Hamilton,"Fishers city, Indiana",100918,128141,370200,37.2,0.03686587543325281,-85.96550978634924,39.95885670238776,0.4406343767328223,FALSE,32.61377914312708,TRUE,risk,City at Risk,Fishers
1825000,18,IN,Allen,"Fort Wayne city, Indiana",266235,60293,169700,35,0.0687217482921524,-85.14362689138281,41.0887629046159,0.44884792477300833,FALSE,7.476936743153693,TRUE,risk,City at Risk,Fort Wayne
1827000,18,IN,Lake,"Gary city, Indiana",68604,37380,85300,36.4,0.2774016805837263,-87.34739499569946,41.59058020287582,0.42722671172402515,FALSE,-14.42558596586545,FALSE,origin,Origin City,Gary
1829898,18,IN,Johnson,"Greenwood city, Indiana",64237,78765,248700,36.4,0.05423654177828337,-86.1068578499924,39.6020921001552,0.4083222101991382,FALSE,28.467575456029866,TRUE,risk,City at Risk,Greenwood
1831000,18,IN,Lake,"Hammond city, Indiana",77098,53950,141700,37.1,0.09613493916676907,-87.49090900943943,41.61676068328042,0.42722671172402515,FALSE,-1.1469636810134807,FALSE,origin,Origin City,Hammond
1836003,18,IN,Marion,"Indianapolis city (balance), Indiana",882043,62995,207000,34.1,0.10001401282173189,-86.14577292055877,39.77707189622805,0.42491336466134166,FALSE,9.325376121436406,TRUE,risk,City at Risk,Indianapolis city
1838358,18,IN,Clark,"Jeffersonville city, Indiana",50176,70157,208500,39.1,0.09267381769227429,-85.70259706011173,38.337558216701936,0.44195186031369726,FALSE,13.576839538029772,TRUE,risk,City at Risk,Jeffersonville
1840392,18,IN,Howard,"Kokomo city, Indiana",59375,54195,126500,39.8,0.12871585431173005,-86.12770422958968,40.463965483598365,0.4077086926279263,FALSE,12.05097934004702,TRUE,risk,City at Risk,Kokomo
1840788,18,IN,Tippecanoe,"Lafayette city, Indiana",70650,52946,157600,33.7,0.055085370528736986,-86.8593033164261,40.39901926423388,0.4536930181430006,FALSE,5.45602762491837,TRUE,risk,City at Risk,Lafayette
1849932,18,IN,St. Joseph,"Mishawaka city, Indiana",50907,53120,140600,35.6,0.09261582035201295,-86.16656407796133,41.67428616709034,0.40928747159250756,FALSE,5.873815976332528,TRUE,risk,City at Risk,Mishawaka
1851876,18,IN,Delaware,"Muncie city, Indiana",64739,43395,92000,29.5,0.13627457383580432,-85.39499366980492,40.19887446128425,0.44375007907150454,FALSE,-3.9479070361902755,FALSE,origin,Origin City,Muncie
1854180,18,IN,Hamilton,"Noblesville city, Indiana",71940,102319,321800,35.6,0.06446574369897054,-86.0039164905507,40.0353710990078,0.4406343767328223,FALSE,37.08621353386788,TRUE,risk,City at Risk,Noblesville
1871000,18,IN,St. Joseph,"South Bend city, Indiana",102866,52512,124500,33.9,0.13522435762647714,-86.26949702221039,41.67669245232304,0.40928747159250756,FALSE,4.565739294699519,TRUE,risk,City at Risk,South Bend
1875428,18,IN,Vigo,"Terre Haute city, Indiana",58491,41960,109500,32.6,0.12610378386502838,-87.37649646720163,39.465094923000116,0.44709643253832126,FALSE,-2.7584575839185392,FALSE,origin,Origin City,Terre Haute
